year,month,state,handgun_unadjusted,long_gun_unadjusted,total_unadjusted,handgun_adjusted,long_gun_adjusted,total_adjusted
2005,10,Indiana,6072,11839,17911,6229,9395,15624
2005,10,Iowa,26,6334,6360,31,4191,4221
2005,10,Kansas,2792,7593,10385,2688,5818,8506
2005,10,Kentucky,6323,13361,19683,6874,10754,17628
2005,10,Louisiana,10091,14904,24995,10720,10003,20723
2005,10,Maine,1500,6716,8216,1364,3172,4536
2005,10,Mariana Islands,0,0,0,,,
2005,10,Maryland,779,6061,6840,879,4732,5611
2005,10,Massachusetts,1872,1942,3814,1932,1525,3457
2005,10,Michigan,2923,19887,22810,3023,14057,17080
2005,10,Minnesota,3939,22470,26409,3974,12110,16084
2005,10,Mississippi,5462,12015,17477,6062,9669,15731
2005,10,Missouri,4413,18262,22675,4581,13306,17888
2005,10,Montana,1623,7217,8840,1669,4521,6190
2005,10,Nebraska,3,4061,4065,2,2633,2636
2005,10,Nevada,2905,3164,6069,2916,3033,5949
2005,10,New Hampshire,1256,3585,4841,1249,2430,3678
2005,10,New Jersey,1342,2225,3567,1415,1856,3270
2005,10,New Mexico,2722,3906,6629,2764,3521,6285
2005,10,New York,1026,15863,16889,1036,10433,11469
2005,10,North Carolina,317,15733,16050,334,13259,13593
2005,10,North Dakota,458,4912,5369,505,2494,2999
2005,10,Ohio,10720,17784,28503,11659,15972,27631
2005,10,Oklahoma,5368,10586,15954,5679,8879,14558
2005,10,Oregon,4627,9966,14593,5246,9492,14739
2005,10,Pennsylvania,294,48917,49211,275,42695,42969
2005,10,Puerto Rico,679,141,820,624,124,748
2005,10,Rhode Island,508,576,1085,507,479,986
2005,10,South Carolina,3760,6874,10634,4249,5916,10166
2005,10,South Dakota,816,6850,7666,922,3586,4508
2005,10,Tennessee,8175,12585,20760,8765,11277,20042
2005,10,Texas,19798,41684,61482,21039,35296,56336
2005,10,United States,219294,543946,763239,230632,433773,664405
2005,10,Utah,1962,5610,7572,2342,4937,7278
2005,10,Vermont,578,1871,2449,575,1139,1714
2005,10,Virgin Islands,,,0,,,
2005,10,Virginia,8586,14432,23018,8839,11834,20673
2005,10,Washington,6287,11447,17733,6401,9251,15652
2005,10,West Virginia,2987,9054,12041,3194,6338,9533
2005,10,Wisconsin,3893,19903,23796,3684,12777,16461
2005,10,Wyoming,736,2270,3006,868,2016,2884
2005,11,Alabama,7302,19865,27167,7713,11715,19428
2005,11,Alaska,1358,2262,3620,1575,2366,3940
2005,11,Arizona,6160,7798,13958,7048,7383,14431
2005,11,Arkansas,3144,14799,17943,3512,8326,11838
2005,11,California,20011,24281,44293,22004,22997,45001
2005,11,Colorado,7316,13682,20998,7774,11614,19388
2005,11,Connecticut,2127,3189,5316,2326,2413,4739
2005,11,Delaware,588,1603,2191,625,978,1603
2005,11,District of Columbia,2,0,2,3,,3
2005,11,Florida,18879,22383,41262,19478,17114,36592
2005,11,Georgia,9483,20298,29781,10751,14496,25247
2005,11,Guam,20,14,34,17,14,31
2005,11,Hawaii,0,0,0,,,
2005,11,Idaho,1429,4196,5625,1636,4036,5672
2005,11,Illinois,5727,13043,18769,5797,9078,14875
2005,11,Indiana,5562,14964,20526,5750,9197,14947
2005,11,Iowa,34,8458,8492,32,4525,4557
2005,11,Kansas,2531,10388,12920,2619,6235,8853
2005,11,Kentucky,6475,17524,23999,6813,11665,18478
2005,11,Louisiana,7999,20067,28067,9157,11919,21076
2005,11,Maine,1160,3896,5057,1315,3056,4371
2005,11,Mariana Islands,0,0,0,,,
2005,11,Maryland,766,7963,8728,793,4716,5509
2005,11,Massachusetts,1772,1935,3707,1934,1460,3393
2005,11,Michigan,2715,23312,26027,3087,14354,17440
2005,11,Minnesota,3090,13945,17035,3846,12119,15965
2005,11,Mississippi,5214,19516,24730,5715,9437,15152
2005,11,Missouri,4091,19942,24033,4649,13848,18498
2005,11,Montana,1306,4258,5564,1705,4473,6178
2005,11,Nebraska,2,4354,4356,3,2576,2579
2005,11,Nevada,3280,3660,6940,3590,3213,6803
2005,11,New Hampshire,1366,3053,4419,1420,2443,3863
2005,11,New Jersey,1488,2769,4257,1613,1850,3463
2005,11,New Mexico,2526,4334,6860,2861,3898,6760
2005,11,New York,923,15554,16477,1051,10182,11233
2005,11,North Carolina,333,20121,20454,337,13232,13569
2005,11,North Dakota,440,2978,3418,511,2429,2940
2005,11,Ohio,11089,26521,37610,11502,16253,27755
2005,11,Oklahoma,5083,13595,18678,5738,9365,15103
2005,11,Oregon,4859,10428,15287,5187,9972,15159
2005,11,Pennsylvania,114,56309,56423,72,44148,44220
2005,11,Puerto Rico,698,140,838,688,160,848
2005,11,Rhode Island,487,652,1140,505,514,1019
2005,11,South Carolina,4222,9173,13395,4410,6125,10534
2005,11,South Dakota,719,4861,5580,863,3583,4446
2005,11,Tennessee,8589,17050,25639,8836,11364,20200
2005,11,Texas,19235,47031,66265,20381,35714,56095
2005,11,United States,216044,625559,841603,231518,448030,679548
2005,11,Utah,2099,6490,8589,2141,5148,7288
2005,11,Vermont,491,1632,2123,589,1155,1744
2005,11,Virgin Islands,15,3,19,,,
2005,11,Virginia,8550,18987,27537,9079,12222,21301
2005,11,Washington,5935,9391,15325,6346,8973,15319
2005,11,West Virginia,2990,11838,14828,3263,6649,9911
2005,11,Wisconsin,3434,18833,22267,3552,12794,16345
2005,11,Wyoming,815,2221,3036,922,2078,2999
2005,12,Alabama,11155,31419,42574,8213,12580,20793
2005,12,Alaska,1899,3193,5092,1660,2441,4101
2005,12,Arizona,9262,12802,22064,7296,7532,14828
2005,12,Arkansas,5067,19567,24633,3827,9308,13135
2005,12,California,23880,33310,57190,21495,24178,45674
2005,12,Colorado,8887,17886,26773,7705,11742,19447
2005,12,Connecticut,2651,3266,5917,2281,2347,4628
2005,12,Delaware,837,2024,2861,722,1038,1760
2005,12,District of Columbia,3,0,3,3,,3
2005,12,Florida,22897,34148,57045,19700,18026,37726
2005,12,Georgia,15859,36863,52722,11506,15547,27053
2005,12,Guam,21,18,38,17,14,31
2005,12,Hawaii,0,0,0,,,
2005,12,Idaho,2133,6927,9060,1637,4182,5819
2005,12,Illinois,6710,14737,21447,5664,9459,15123
2005,12,Indiana,7209,17710,24919,6211,9993,16204
2005,12,Iowa,48,8926,8975,35,4455,4490
2005,12,Kansas,3060,12007,15067,2634,6331,8965
2005,12,Kentucky,9918,23840,33758,7128,11971,19100
2005,12,Louisiana,10962,28360,39322,8646,11871,20516
2005,12,Maine,1411,4096,5508,1366,3278,4644
2005,12,Mariana Islands,0,0,0,,,
2005,12,Maryland,693,8608,9300,746,5081,5828
2005,12,Massachusetts,2200,1874,4074,2048,1525,3573
2005,12,Michigan,3412,22481,25893,3061,14845,17907
2005,12,Minnesota,3908,14579,18488,3613,12392,16005
2005,12,Mississippi,7176,24869,32045,5557,9634,15191
2005,12,Missouri,5746,26169,31915,4855,15160,20015
2005,12,Montana,1997,6324,8320,1661,4659,6319
2005,12,Nebraska,2,5715,5717,0,2763,2763
2005,12,Nevada,4290,5668,9958,3537,3390,6927
2005,12,New Hampshire,1525,3293,4818,1418,2611,4029
2005,12,New Jersey,1478,3161,4640,1539,2196,3736
2005,12,New Mexico,3469,6769,10239,2877,4080,6956
2005,12,New York,1164,15470,16634,1203,10784,11987
2005,12,North Carolina,394,31565,31958,348,14103,14451
2005,12,North Dakota,619,3146,3765,530,2597,3127
2005,12,Ohio,13967,27812,41779,11569,16842,28411
2005,12,Oklahoma,7336,19652,26987,5784,10055,15839
2005,12,Oregon,6476,15833,22309,5371,9993,15363
2005,12,Pennsylvania,420,55141,55561,328,45890,46218
2005,12,Puerto Rico,683,150,833,613,143,756
2005,12,Rhode Island,512,666,1177,504,530,1034
2005,12,South Carolina,5763,15382,21145,4406,6615,11021
2005,12,South Dakota,1092,5353,6445,888,3760,4648
2005,12,Tennessee,12414,27092,39505,9357,12879,22236
2005,12,Texas,27170,75403,102573,20226,36764,56990
2005,12,United States,290209,816020,1106228,236000,468684,704684
2005,12,Utah,3238,11606,14844,2200,5426,7626
2005,12,Vermont,552,1536,2088,570,1295,1866
2005,12,Virgin Islands,24,1,25,,,
2005,12,Virginia,10799,23638,34437,9046,12732,21779
2005,12,Washington,7611,13882,21493,6757,9226,15983
2005,12,West Virginia,4366,12590,16955,3239,7199,10437
2005,12,Wisconsin,4490,15765,20255,3825,13301,17126
2005,12,Wyoming,1354,3728,5082,965,2188,3152
2006,01,Alabama,9074,11211,20285,7812,11795,19607
2006,01,Alaska,1209,1602,2810,1532,2431,3964
2006,01,Arizona,7154,6992,14146,7036,7553,14589
2006,01,Arkansas,4154,7492,11646,3660,8442,12102
2006,01,California,21523,27051,48574,21710,29089,50799
2006,01,Colorado,7011,10331,17343,7294,11706,19000
2006,01,Connecticut,2580,2615,5194,2345,2580,4925
2006,01,Delaware,662,855,1517,630,996,1626
2006,01,District of Columbia,4,2,7,4,,4
2006,01,Florida,20332,17175,37508,19515,17685,37200
2006,01,Georgia,13316,14747,28062,11808,16055,27863
2006,01,Guam,11,16,28,11,18,29
2006,01,Hawaii,0,0,0,,,
2006,01,Idaho,1494,3194,4688,1609,4262,5871
2006,01,Illinois,6222,9478,15699,5835,10170,16005
2006,01,Indiana,7527,9527,17054,6534,10375,16909
2006,01,Iowa,40,3629,3668,32,4520,4552
2006,01,Kansas,3323,6222,9545,2885,6602,9487
2006,01,Kentucky,8039,10810,18848,7185,11901,19086
2006,01,Louisiana,8926,9654,18580,8361,11395,19756
2006,01,Maine,1319,2460,3779,1385,3589,4974
2006,01,Mariana Islands,0,0,0,,,
2006,01,Maryland,559,4370,4929,546,5226,5773
2006,01,Massachusetts,2108,1542,3650,1964,1560,3524
2006,01,Michigan,3388,11955,15343,3206,15375,18580
2006,01,Minnesota,3768,8278,12045,3703,12777,16479
2006,01,Mississippi,5891,8836,14727,5244,9847,15091
2006,01,Missouri,5309,12773,18082,5059,14193,19251
2006,01,Montana,1443,3350,4793,1709,4906,6615
2006,01,Nebraska,1,2443,2444,1,3016,3016
2006,01,Nevada,2849,2760,5609,2859,3064,5923
2006,01,New Hampshire,1371,2092,3463,1299,2510,3808
2006,01,New Jersey,1460,1859,3319,1476,1932,3408
2006,01,New Mexico,2731,3688,6420,2776,4050,6826
2006,01,New York,1639,8499,10138,1385,10693,12078
2006,01,North Carolina,371,13476,13847,327,14349,14677
2006,01,North Dakota,557,1939,2496,527,2658,3186
2006,01,Ohio,12308,14791,27098,11554,17008,28562
2006,01,Oklahoma,5765,8801,14566,5362,9479,14841
2006,01,Oregon,5271,8395,13666,5290,10186,15477
2006,01,Pennsylvania,173,42826,42999,193,45348,45540
2006,01,Puerto Rico,630,131,761,639,153,792
2006,01,Rhode Island,513,528,1041,485,524,1010
2006,01,South Carolina,4924,5815,10738,4407,6455,10862
2006,01,South Dakota,1035,2916,3951,960,3858,4818
2006,01,Tennessee,10151,11384,21535,9162,12270,21432
2006,01,Texas,22011,31903,53914,20151,36418,56569
2006,01,United States,247938,412684,660622,235834,470158,705992
2006,01,Utah,2093,4666,6760,2194,5548,7742
2006,01,Vermont,558,812,1370,624,1275,1898
2006,01,Virgin Islands,14,2,16,,,
2006,01,Virginia,9946,11447,21393,9627,12729,22356
2006,01,Washington,6666,7998,14664,6476,9403,15880
2006,01,West Virginia,3406,5709,9115,3246,7122,10369
2006,01,Wisconsin,4159,9693,13852,4389,13627,18016
2006,01,Wyoming,954,1945,2898,1041,2444,3485
2006,02,Alabama,9743,10624,20366,7732,11728,19460
2006,02,Alaska,1441,1937,3378,1524,2464,3988
2006,02,Arizona,8576,7558,16134,6968,7373,14341
2006,02,Arkansas,4788,7855,12643,3377,8442,11819
2006,02,California,21718,25996,47715,20862,26328,47190
2006,02,Colorado,7917,10790,18707,7489,11679,19168
2006,02,Connecticut,2663,2519,5182,2362,2633,4995
2006,02,Delaware,620,862,1483,545,1043,1588
2006,02,District of Columbia,18,213,231,18,,18
2006,02,Florida,21478,16628,38105,19543,17299,36842
2006,02,Georgia,14370,14821,29192,10623,15330,25954
2006,02,Guam,12,21,33,12,20,32
2006,02,Hawaii,0,0,0,,,
2006,02,Idaho,1783,3900,5683,1527,4211,5738
2006,02,Illinois,7005,9288,16293,5869,9338,15207
2006,02,Indiana,8171,10074,18245,6440,10500,16940
2006,02,Iowa,31,3747,3777,27,4354,4381
2006,02,Kansas,3390,5486,8876,2776,6127,8903
2006,02,Kentucky,9507,12389,21897,7250,12141,19391
2006,02,Louisiana,9093,8171,17263,7496,11103,18599
2006,02,Maine,1506,2680,4186,1458,3755,5213
2006,02,Mariana Islands,0,0,0,,,
2006,02,Maryland,783,4626,5409,705,4887,5592
2006,02,Massachusetts,2137,1576,3714,1962,1702,3664
2006,02,Michigan,3509,13628,17137,3134,15530,18664
2006,02,Minnesota,4302,10046,14348,3882,13012,16895
2006,02,Mississippi,6656,7768,14424,4680,9283,13963
2006,02,Missouri,5998,13554,19552,4920,13783,18703
2006,02,Montana,1730,3729,5459,1650,4585,6235
2006,02,Nebraska,2,2101,2103,1,2716,2716
2006,02,Nevada,2935,2922,5856,2721,2996,5717
2006,02,New Hampshire,1510,2224,3735,1463,2717,4180
2006,02,New Jersey,1529,1682,3211,1484,1902,3386
2006,02,New Mexico,3193,4284,7478,2705,4058,6763
2006,02,New York,1250,9110,10360,1159,10969,12128
2006,02,North Carolina,510,13312,13823,346,13935,14281
2006,02,North Dakota,572,1971,2543,499,2675,3174
2006,02,Ohio,14890,17137,32026,11384,18150,29534
2006,02,Oklahoma,7239,9216,16455,5497,9158,14655
2006,02,Oregon,5524,9472,14996,5061,9938,14999
2006,02,Pennsylvania,163,45678,45840,163,47137,47300
2006,02,Puerto Rico,600,131,730,638,156,794
2006,02,Rhode Island,548,473,1021,511,489,1000
2006,02,South Carolina,5774,5733,11507,4147,6162,10309
2006,02,South Dakota,1131,3177,4308,901,3803,4704
2006,02,Tennessee,11282,12361,23642,8799,12121,20920
2006,02,Texas,23702,30881,54583,19338,36252,55590
2006,02,United States,272300,430385,702684,228212,465318,693530
2006,02,Utah,2357,5248,7605,2039,5539,7577
2006,02,Vermont,853,1272,2124,673,1337,2010
2006,02,Virgin Islands,32,3,35,,,
2006,02,Virginia,10845,11451,22296,9180,12586,21766
2006,02,Washington,7086,8856,15942,6119,9169,15288
2006,02,West Virginia,3927,6410,10337,3131,7098,10228
2006,02,Wisconsin,4920,12763,17684,4107,13805,17912
2006,02,Wyoming,981,2031,3012,878,2242,3120
2006,03,Alabama,8733,9677,18410,7638,11748,19385
2006,03,Alaska,1768,2270,4038,1626,2395,4021
2006,03,Arizona,8228,7261,15489,7277,7625,14902
2006,03,Arkansas,4136,7026,11162,3483,8675,12158
2006,03,California,25579,29014,54593,21251,25456,46707
2006,03,Colorado,9109,11910,21019,7640,11403,19043
2006,03,Connecticut,3097,3124,6221,2372,2758,5130
2006,03,Delaware,681,897,1577,561,1009,1570
2006,03,District of Columbia,8,0,8,6,,6
2006,03,Florida,21736,16978,38714,19430,17817,37247
2006,03,Georgia,13553,14221,27774,11575,16145,27720
2006,03,Guam,16,12,29,16,14,29
2006,03,Hawaii,0,0,0,,,
2006,03,Idaho,1852,4238,6091,1576,4203,5779
2006,03,Illinois,7306,10440,17746,5667,9209,14876
2006,03,Indiana,8445,10874,19318,6363,10402,16765
2006,03,Iowa,40,4627,4666,28,4375,4403
2006,03,Kansas,4037,5929,9966,3040,6317,9357
2006,03,Kentucky,8591,11309,19900,7265,11951,19216
2006,03,Louisiana,8797,7654,16450,7663,11243,18905
2006,03,Maine,1821,3235,5056,1423,3655,5078
2006,03,Mariana Islands,0,4,4,,,
2006,03,Maryland,825,4359,5184,682,4690,5371
2006,03,Massachusetts,2656,1835,4491,1986,1570,3556
2006,03,Michigan,3986,15588,19574,3051,15308,18359
2006,03,Minnesota,5188,12579,17766,3738,12266,16004
2006,03,Mississippi,5475,6952,12427,4775,9794,14570
2006,03,Missouri,6325,13910,20235,4920,13855,18775
2006,03,Montana,1960,4693,6653,1681,4740,6421
2006,03,Nebraska,2,2244,2246,0,2743,2743
2006,03,Nevada,3567,3285,6852,2863,3042,5905
2006,03,New Hampshire,1817,2599,4416,1552,2603,4155
2006,03,New Jersey,1943,2111,4054,1575,2026,3601
2006,03,New Mexico,3496,4362,7857,2910,4154,7064
2006,03,New York,1487,9730,11217,1203,10706,11909
2006,03,North Carolina,402,12020,12421,361,14006,14368
2006,03,North Dakota,671,2274,2945,511,2619,3130
2006,03,Ohio,14881,19008,33889,11221,18073,29294
2006,03,Oklahoma,6310,8617,14927,5460,9564,15024
2006,03,Oregon,6598,10942,17540,5332,9988,15321
2006,03,Pennsylvania,130,55288,55418,128,46134,46262
2006,03,Puerto Rico,698,151,849,661,158,819
2006,03,Rhode Island,632,585,1218,485,507,992
2006,03,South Carolina,4970,5449,10419,4221,6140,10361
2006,03,South Dakota,1134,3253,4387,860,3778,4638
2006,03,Tennessee,10256,11587,21844,8998,12381,21379
2006,03,Texas,21914,28370,50284,19481,35900,55381
2006,03,United States,276618,455923,732541,229886,462505,692391
2006,03,Utah,2441,5266,7707,2098,5693,7791
2006,03,Vermont,832,1495,2326,637,1370,2006
2006,03,Virgin Islands,28,2,30,,,
2006,03,Virginia,10892,11680,22572,8931,12526,21458
2006,03,Washington,7664,9458,17122,6395,9245,15639
2006,03,West Virginia,4070,6739,10809,3181,7177,10358
2006,03,Wisconsin,4799,16617,21416,3747,13257,17004
2006,03,Wyoming,1037,2179,3216,905,2212,3117
2006,04,Alabama,6603,6345,12948,7111,11095,18206
2006,04,Alaska,1717,2494,4211,1544,2344,3888
2006,04,Arizona,7920,6608,14528,7350,7578,14928
2006,04,Arkansas,3181,5135,8316,3398,8330,11728
2006,04,California,23685,24132,47817,21672,24216,45888
2006,04,Colorado,7409,9599,17007,7085,10909,17993
2006,04,Connecticut,2324,2343,4667,2266,2504,4771
2006,04,Delaware,546,684,1230,492,889,1381
2006,04,District of Columbia,6,0,6,5,,5
2006,04,Florida,19287,13703,32990,19427,17207,36634
2006,04,Georgia,9964,9603,19567,10827,15662,26489
2006,04,Guam,14,9,23,13,8,21
2006,04,Hawaii,0,0,0,,,
2006,04,Idaho,1612,3916,5528,1578,4328,5906
2006,04,Illinois,5127,7085,12212,5136,8662,13798
2006,04,Indiana,5790,7762,13552,5953,10226,16178
2006,04,Iowa,16,3189,3205,17,4361,4378
2006,04,Kansas,2871,4372,7244,2957,5943,8899
2006,04,Kentucky,6122,9106,15227,6803,11621,18425
2006,04,Louisiana,6710,5303,12013,7348,10694,18042
2006,04,Maine,1352,2691,4043,1266,3396,4662
2006,04,Mariana Islands,0,0,0,,,
2006,04,Maryland,675,3573,4248,605,4516,5121
2006,04,Massachusetts,2203,1569,3772,2049,1617,3666
2006,04,Michigan,2857,11850,14707,2523,14517,17040
2006,04,Minnesota,4243,11158,15401,3662,12104,15766
2006,04,Mississippi,4242,4634,8876,4639,9585,14225
2006,04,Missouri,4726,11195,15920,4639,13287,17927
2006,04,Montana,1825,4379,6204,1665,4491,6156
2006,04,Nebraska,0,1822,1822,0,2738,2738
2006,04,Nevada,2672,2693,5365,2723,2964,5687
2006,04,New Hampshire,1550,2485,4035,1437,2446,3883
2006,04,New Jersey,1669,1687,3356,1553,1953,3506
2006,04,New Mexico,2785,3710,6496,2820,4146,6966
2006,04,New York,1119,9511,10629,1023,10131,11154
2006,04,North Carolina,283,8740,9022,317,12874,13191
2006,04,North Dakota,587,1945,2532,511,2425,2936
2006,04,Ohio,11231,14566,25797,10234,17097,27331
2006,04,Oklahoma,5806,7359,13165,5502,9047,14549
2006,04,Oregon,5558,10132,15690,5121,10162,15283
2006,04,Pennsylvania,528,42856,43384,522,44088,44610
2006,04,Puerto Rico,542,139,681,631,153,784
2006,04,Rhode Island,471,459,930,441,485,926
2006,04,South Carolina,3650,3693,7342,3858,6076,9934
2006,04,South Dakota,924,2730,3654,836,3618,4455
2006,04,Tennessee,7921,7875,15796,8768,11630,20398
2006,04,Texas,18088,23425,41513,19388,34986,54373
2006,04,United States,229392,362434,591825,225381,440747,666127
2006,04,Utah,2277,4343,6620,2107,5493,7600
2006,04,Vermont,702,1267,1969,631,1242,1873
2006,04,Virgin Islands,20,1,21,,,
2006,04,Virginia,13650,9960,23610,12616,12790,25406
2006,04,Washington,6643,8469,15112,6385,9298,15682
2006,04,West Virginia,2925,5247,8172,2988,6674,9663
2006,04,Wisconsin,3795,12755,16550,3427,12586,16013
2006,04,Wyoming,970,2132,3102,922,2311,3233
2006,05,Alabama,6595,5930,12525,7710,11038,18748
2006,05,Alaska,1574,2232,3806,1565,2456,4020
2006,05,Arizona,6481,5472,11954,6822,6985,13808
2006,05,Arkansas,3042,4181,7223,3638,8067,11706
2006,05,California,16739,18015,34753,16577,19997,36573
2006,05,Colorado,7036,8614,15650,7374,10953,18327
2006,05,Connecticut,2076,1868,3944,2297,2468,4766
2006,05,Delaware,575,683,1258,610,1003,1613
2006,05,District of Columbia,1,0,1,1,,1
2006,05,Florida,19159,12635,31793,20036,16987,37023
2006,05,Georgia,9951,8584,18535,11579,15600,27179
2006,05,Guam,16,15,32,17,18,34
2006,05,Hawaii,0,0,0,,,
2006,05,Idaho,1597,3365,4962,1695,4268,5963
2006,05,Illinois,5338,6354,11692,5841,9340,15182
2006,05,Indiana,5489,6108,11597,6410,10112,16522
2006,05,Iowa,21,1946,1967,25,4152,4177
2006,05,Kansas,2754,3523,6278,3296,6061,9357
2006,05,Kentucky,6280,6960,13240,7438,11762,19200
2006,05,Louisiana,6413,5075,11488,7488,10840,18328
2006,05,Maine,1174,2119,3292,1294,3243,4537
2006,05,Mariana Islands,0,1,1,,,
2006,05,Maryland,705,2889,3594,661,4594,5254
2006,05,Massachusetts,1817,1136,2954,1926,1466,3392
2006,05,Michigan,2488,9314,11802,2598,14278,16876
2006,05,Minnesota,3376,6799,10175,3681,11473,15154
2006,05,Mississippi,3967,4203,8170,4588,9537,14125
2006,05,Missouri,4267,8522,12789,4793,13602,18394
2006,05,Montana,1631,3942,5574,1652,4556,6207
2006,05,Nebraska,3,1448,1451,4,2628,2632
2006,05,Nevada,2421,2263,4684,2587,2798,5385
2006,05,New Hampshire,1210,1874,3084,1275,2426,3702
2006,05,New Jersey,1731,1489,3221,1599,1932,3531
2006,05,New Mexico,2580,2990,5569,2766,3991,6757
2006,05,New York,2958,8108,11066,3154,11607,14760
2006,05,North Carolina,321,7621,7942,379,13437,13816
2006,05,North Dakota,459,1598,2057,497,2348,2845
2006,05,Ohio,10229,12438,22667,11457,17376,28833
2006,05,Oklahoma,5145,5784,10928,5642,9072,14714
2006,05,Oregon,4772,7990,12762,5220,9711,14930
2006,05,Pennsylvania,100,37715,37815,112,45573,45685
2006,05,Puerto Rico,610,134,745,674,145,819
2006,05,Rhode Island,516,446,961,500,539,1040
2006,05,South Carolina,3401,3080,6481,4000,5937,9938
2006,05,South Dakota,722,2024,2746,823,3234,4057
2006,05,Tennessee,8066,6801,14868,9340,11806,21145
2006,05,Texas,17382,21862,39245,19153,34428,53581
2006,05,United States,208041,299919,507960,228127,436018,664144
2006,05,Utah,1972,3882,5854,2198,5533,7730
2006,05,Vermont,552,854,1406,572,1227,1799
2006,05,Virgin Islands,34,1,35,,,
2006,05,Virginia,8813,7731,16544,9656,12033,21690
2006,05,Washington,6340,7680,14021,6555,9269,15824
2006,05,West Virginia,2797,4048,6845,3277,6821,10098
2006,05,Wisconsin,3410,7799,11209,3876,12507,16384
2006,05,Wyoming,934,1774,2708,977,2247,3224
2006,06,Alabama,6949,5940,12889,8037,10760,18797
2006,06,Alaska,1722,2016,3738,1733,2525,4258
2006,06,Arizona,5946,5391,11337,7025,7081,14106
2006,06,Arkansas,3021,4116,7137,3593,7996,11589
2006,06,California,16132,15619,31750,16529,17934,34464
2006,06,Colorado,7213,8278,15490,7762,10781,18543
2006,06,Connecticut,2206,1955,4160,2486,2590,5076
2006,06,Delaware,488,642,1131,563,1002,1565
2006,06,District of Columbia,6,0,6,5,,5
2006,06,Florida,19105,12531,31636,20369,16502,36871
2006,06,Georgia,10330,8656,18986,12004,15377,27381
2006,06,Guam,13,14,28,15,16,31
2006,06,Hawaii,0,0,0,,,
2006,06,Idaho,1646,3154,4799,1816,4368,6185
2006,06,Illinois,4805,5731,10536,5857,8994,14851
2006,06,Indiana,5559,6328,11888,6688,9950,16638
2006,06,Iowa,15,1954,1969,23,4234,4257
2006,06,Kansas,2514,3292,5806,3115,5953,9067
2006,06,Kentucky,6348,6848,13196,7638,11695,19333
2006,06,Louisiana,7062,5679,12741,7699,11050,18749
2006,06,Maine,1188,1991,3179,1380,3255,4635
2006,06,Mariana Islands,0,0,0,,,
2006,06,Maryland,494,2988,3482,560,4576,5136
2006,06,Massachusetts,1874,1235,3110,2066,1604,3669
2006,06,Michigan,2148,8272,10420,2502,14213,16715
2006,06,Minnesota,3240,6549,9789,3803,11558,15361
2006,06,Mississippi,3901,4257,8158,4720,9505,14225
2006,06,Missouri,4182,7919,12101,4833,13148,17981
2006,06,Montana,1659,3815,5474,1735,4581,6316
2006,06,Nebraska,2,1383,1385,5,2622,2626
2006,06,Nevada,2373,2201,4574,2721,2796,5517
2006,06,New Hampshire,1231,1804,3035,1398,2411,3809
2006,06,New Jersey,1691,1478,3169,1629,1934,3563
2006,06,New Mexico,2710,3156,5866,2988,4109,7096
2006,06,New York,3391,7802,11194,3861,12201,16062
2006,06,North Carolina,311,7812,8124,356,13186,13542
2006,06,North Dakota,536,1686,2222,620,2552,3172
2006,06,Ohio,9056,12410,21466,11350,17487,28836
2006,06,Oklahoma,5336,5741,11077,6519,9173,15692
2006,06,Oregon,5117,7978,13096,5485,9802,15287
2006,06,Pennsylvania,113,36330,36443,149,45765,45914
2006,06,Puerto Rico,710,166,876,720,163,883
2006,06,Rhode Island,410,387,798,471,507,978
2006,06,South Carolina,3717,3194,6911,4438,5983,10422
2006,06,South Dakota,710,2132,2841,855,3593,4448
2006,06,Tennessee,8102,6981,15082,9612,11630,21241
2006,06,Texas,17686,22267,39953,20312,34680,54993
2006,06,United States,208732,293180,501911,237753,437294,675047
2006,06,Utah,2114,3949,6063,2399,5652,8051
2006,06,Vermont,614,725,1339,730,1243,1972
2006,06,Virgin Islands,26,0,26,,,
2006,06,Virginia,9728,8449,18178,12536,13220,25756
2006,06,Washington,6427,7720,14147,6937,9381,16318
2006,06,West Virginia,2812,3868,6679,3437,6775,10212
2006,06,Wisconsin,3044,6690,9734,3886,12475,16361
2006,06,Wyoming,1002,1700,2702,1026,2166,3191
2006,07,Alabama,6661,6311,12971,8064,10936,19000
2006,07,Alaska,1724,2182,3906,1745,2408,4153
2006,07,Arizona,7235,5990,13224,8159,7572,15731
2006,07,Arkansas,3021,4445,7466,3720,8044,11764
2006,07,California,15601,16077,31678,16834,19560,36393
2006,07,Colorado,6943,8713,15656,7617,11108,18725
2006,07,Connecticut,1888,1671,3558,2313,2426,4739
2006,07,Delaware,472,518,990,571,809,1381
2006,07,District of Columbia,0,0,0,1,,1
2006,07,Florida,18252,12097,30349,20781,16693,37474
2006,07,Georgia,6501,6784,13285,8165,11703,19869
2006,07,Guam,20,13,33,22,14,37
2006,07,Hawaii,0,0,0,,,
2006,07,Idaho,1488,2793,4281,1814,4210,6024
2006,07,Illinois,4927,6524,11451,6002,9521,15523
2006,07,Indiana,5103,6171,11274,6545,9708,16253
2006,07,Iowa,18,1906,1924,23,4140,4163
2006,07,Kansas,2698,3333,6031,3513,5799,9312
2006,07,Kentucky,5881,6840,12720,7109,11003,18112
2006,07,Louisiana,6975,6456,13431,7683,10944,18627
2006,07,Maine,1093,1944,3037,1310,2953,4263
2006,07,Mariana Islands,0,0,0,,,
2006,07,Maryland,488,2829,3318,523,4376,4899
